"title","message","url","published_at","valid_from","valid_to","location_label","category"
"Čo s komunálnymi odpadmi?","Chr&aacute;ňme si životn&eacute; prostredie ! Ako? Trieden&iacute;m komun&aacute;lneho odpadu. Triedenie odpadu je spr&aacute;vna a užitočn&aacute; vec. Pom&ocirc;žeme životn&eacute;mu prostrediu a v konečnom d&ocirc;sledku sebe. Enviroment&aacute;lne v&yacute;hody triedenia odpadu Trieden&yacute; zber vracia druhotn&eacute; suroviny sp&auml;ť do v&yacute;robn&eacute;ho procesu a preto je možn&eacute;: &bull; ťažiť a z&iacute;skavať menej prvotn&yacute;ch surov&iacute;n, &bull; menej devastovať nov&eacute; &uacute;zemia kv&ocirc;li ťažbe surov&iacute;n, &bull; postaviť menej skl&aacute;dok a spaľovn&iacute; odpadov (z toho vypl&yacute;va men&scaron;ie znečistenie prostredia), &bull; menej znečisťovať ovzdu&scaron;ie z dopravy, &bull; menej znečisťovať prostredie zo spracovania surov&iacute;n a v&yacute;roby nov&yacute;ch, &bull; spotrebov&aacute;vať men&scaron;ie množstvo energie, &bull; menej znečisťovať orn&uacute; p&ocirc;du chemick&yacute;mi hnojivami (kompostovan&iacute;m biologicky rozložiteľn&yacute;ch odpadov m&ocirc;žeme z&iacute;skavať kvalitn&eacute; a ekologick&eacute; hnojivo). Prílohy: Co_s_komunalnymi_odpadmi_.doc","http://www.karlovaves.sk/aktualita/co-s-komunalnymi-odpadmi","19.9.2011",,,"Karlova Ves","Správy"
"Verejná súťaž - Nákup zemného plynu na rok 2012 a 2013"," Mestsk&aacute; časť Bratislava - Karlova Ves, N&aacute;mestie sv. Franti&scaron;ka 8, 842 62 Bratislava v y h l a s u j e verejn&uacute; s&uacute;ťaž v zmysle &sect; 24 ods. 1 p&iacute;sm. a) z&aacute;kona NR SR č. 25/2006 Z.z. ""N&aacute;kup zemn&eacute;ho plynu na rok 2012 a 2013"" 1. Identifik&aacute;cia obstar&aacute;vateľa Mestsk&aacute; časť Bratislava - Karlova Ves N&aacute;mestie sv. Franti&scaron;ka 8 842 62 Bratislava 2. Typ zmluvy Zmluva o dod&aacute;vke plynu 3. N&aacute;zov predmetu obstar&aacute;vania N&aacute;kup zemn&eacute;ho plynu na rok 2012 a 2013 4. Opis predmetu obstar&aacute;vania Predmetom z&aacute;kazky je dod&aacute;vať do 11 odbern&yacute;ch miest v Mestskej časti Bratislava &ndash; Karlova Ves, predpokladan&eacute; množstvo zemn&eacute;ho plynu za podmienok dohodnut&yacute;ch v zmluve, v požadovanej kvalite s garanciou dod&aacute;vky zemn&eacute;ho plynu po cel&uacute; dobu platnosti zmluvy, vr&aacute;tane prepravy, distrib&uacute;cie a služieb spojen&yacute;ch s dod&aacute;vkou plynu. 5. Miesto v&yacute;konu služby Mestsk&aacute; časť Bratislava - Karlova Ves 6. Rozdelenie predmetu obstar&aacute;vania na časti nie 7. Možnosť predloženia variantn&yacute;ch rie&scaron;en&iacute; nie 8. Trvanie zmluvy od 1.1.2012 do 31.12.2013 požadovanie z&aacute;bezpeky: nie 9. Hlavn&eacute; podmienky financovania a platobn&eacute; podmienky z rozpočtu mestskej časti Bratislava - Karlova Ves 10. Podmienky &uacute;časti uch&aacute;dzačov Uch&aacute;dzač mus&iacute; spĺňať podmienky &uacute;časti uveden&eacute; v zmysle &sect; 26 ods. 1 z&aacute;kona o verejnom obstar&aacute;van&iacute;. Ich splnenie preuk&aacute;že podľa &sect; 26 ods. 2 až 4 citovan&eacute;ho z&aacute;kona. Predloženie dokladov podľa &sect; 26 ods. 2 sa nevyžaduje, ak sa postupuje podľa &sect; 128 ods. 1 z&aacute;kona. V&scaron;etky požadovan&eacute; doklady musia byť predložen&eacute; v origin&aacute;lnom vyhotoven&iacute;, alebo v &uacute;radne overenej k&oacute;pii. Uch&aacute;dzač mus&iacute; spĺňať podmienky &uacute;časti uveden&eacute; v zmysle &sect; 27 ods. 1 p&iacute;sm. c) z&aacute;kona o verejnom obstar&aacute;van&iacute; - (ekonomick&eacute; a finančn&eacute; postavenie). Uch&aacute;dzač mus&iacute; spĺňať podmienky &uacute;časti uveden&eacute; v zmysle &sect; 28 ods. 1 p&iacute;sm. a) d) podľa z&aacute;kona o energetike č.656/2004 Z.z. Predložiť doklad vydan&yacute; URSO SR s platnou licenciou minim&aacute;lne na dod&aacute;vku zemn&eacute;ho plynu &ndash; (technick&aacute; alebo odborn&aacute; sp&ocirc;sobilosť). Podrobn&eacute; inform&aacute;cie s&uacute; uveden&eacute; v s&uacute;ťažn&yacute;ch podkladoch. 11. Podmienky poskytnutia s&uacute;ťažn&yacute;ch podkladov Sp&ocirc;sob : na z&aacute;klade p&iacute;somnej žiadosti uch&aacute;dzača Čas: v pracovn&yacute;ch dňoch od 20.9.2011 do 26.09.2011 od 8,00 hod. do 15,00 hod. Miesto :Mestsk&aacute; časť Bratislava - Karlova Ves N&aacute;mestie sv. Franti&scaron;ka 8 842 62 Bratislava Kontakt: Katar&iacute;na Barbor&iacute;kov&aacute;, telef&oacute;n 02/60259164, e-mail katarina.barborikova@karlovaves.sk &Uacute;hrada: nepožaduje sa 12.Podmienky predkladania pon&uacute;k - p&iacute;somne v zalepenej ob&aacute;lke, označenej PLYN ""S&uacute;ťaž-neotv&aacute;rať"" Adresa: Mestsk&aacute; časť Bratislava &ndash; Karlova Ves N&aacute;mestie sv. Franti&scaron;ka 8 842 62 Bratislava Lehota: do 19.10.2011 do 15,00 hod. Jazyk: slovensk&yacute; 13. Otv&aacute;ranie ob&aacute;lok s ponukami Čas: 20.10.2011 o 09,30 hod. Miesto: Miestny &uacute;rad Mestskej časti Bratislava &ndash; Karlova Ves N&aacute;mestie sv. Franti&scaron;ka 8, 842 62 Bratislava 1. poschodie č&iacute;slo dver&iacute; 214 14. Krit&eacute;ri&aacute; na vyhodnotenie pon&uacute;k Najniž&scaron;ia cena &ndash; e aukcia 15. Uplynutie lehoty viazanosti pon&uacute;k do podpisu zmluvy s dod&aacute;vateľom plynu 16. Ďal&scaron;ie inform&aacute;cie Katar&iacute;na Barbor&iacute;kov&aacute; telef&oacute;n +421 2/60259164, katarina.barborikova@karlovaves.sk Prílohy: Verejna_sutaz_Nakup_zemneho_plynu_na_rok_2012_a_2013.rtf","http://www.karlovaves.sk/aktualita/verejna-sutaz-nakup-zemneho-plynu-na-rok-2012-2013","18.9.2011",,"19.10.2011","Karlova Ves","Správy"
"Zisťovanie o celoživotnom vzdelávaní AES 2011","Slovensk&aacute; republika sa prostredn&iacute;ctvom &Scaron;tatistick&eacute;ho &uacute;radu SR zapojila do realiz&aacute;cie zisťovania o celoživotnom vzdel&aacute;van&iacute; dospel&yacute;ch (AES 2011). Cieľom tohto zisťovania je vytvoriť spoločn&yacute; r&aacute;mec na systematick&uacute; tvorbu &scaron;tatist&iacute;k kraj&iacute;n Eur&oacute;pskej &uacute;nie o celoživotnom vzdel&aacute;van&iacute; obyvateľov Eur&oacute;pskej &uacute;nie. Na Slovensku bude do zisťovania zaraden&yacute;ch 5000 jednotlivcov v n&aacute;hodne vybran&yacute;ch obciach, medzi nimi je aj mestsk&aacute; časť Bratislava - Karlova Ves. Zisťovanie sa uskutočn&iacute; od 1. okt&oacute;bra do 15. novembra 2011. V tomto obdob&iacute; vybran&eacute; dom&aacute;cnosti nav&scaron;t&iacute;vi pracovn&iacute;k poveren&yacute; funkciou opytovateľa, ktor&yacute; je povinn&yacute; preuk&aacute;zať sa v dom&aacute;cnostiach osobitn&yacute;m poveren&iacute;m. V&scaron;etky inform&aacute;cie a n&aacute;zory, ktor&eacute; mu v r&aacute;mci tohto zisťovania dom&aacute;cnosti poskytn&uacute;, bud&uacute; anonymn&eacute; a použit&eacute; v&yacute;lučne na &scaron;tatistick&eacute; &uacute;čely. Za ochranu d&ocirc;vern&yacute;ch &uacute;dajov zodpoved&aacute; &Scaron;tatistick&yacute; &uacute;rad Slovenskej republiky. Ďal&scaron;ie inform&aacute;cie o zisťovan&iacute; s&uacute; dostupn&eacute; na port&aacute;li &Scaron;&Uacute; SR: Zisťovanie o celoživotnom vzdel&aacute;van&iacute; AES 2011","http://www.karlovaves.sk/aktualita/zistovanie-o-celozivotnom-vzdelavani-aes-2011","17.9.2011","1.10.2011","15.11.2011","Karlova Ves","Správy"
"Verejné obstarávanie pre zákazku s nízkou hodnotou výber dodávateľa na realizáciu vyčistenia a kontroly priepustnosti dažďových kanalizačných vpustov v Mestskej časti Bratislava-Karlova Ves","Mestsk&aacute; časť Bratislava &ndash; Karlova Ves, N&aacute;m. Sv. Franti&scaron;ka 8, 842 62 Bratislava vyhlasuje verejn&eacute; obstar&aacute;vanie pre z&aacute;kazku s n&iacute;zkou hodnotou podľa &sect; 102, ods. 1, z&aacute;kona č. 25/2006 Z.z. na v&yacute;ber dod&aacute;vateľa na realiz&aacute;ciu vyčistenia a kontroly priepustnosti dažďov&yacute;ch kanalizačn&yacute;ch vpustov v Mestskej časti Bratislava-Karlova Ves Vpusty august 2011 - s&uacute;ťaž.zip ","http://www.karlovaves.sk/aktualita/verejne-obstaravanie-pre-zakazku-s-nizkou-hodnotou-vyber-dodavatela-na-realizaciu-vycisten","17.8.2011",,,"Karlova Ves","Správy"
"Verejné obstarávanie pre realizáciu jednorázového pokosenia trávnatých plôch v Mestskej časti Bratislava – Karlova Ves v lokalitách Rovnice, Kútiky a Dlhé Diely o výmere 48,25 ha“","Mestsk&aacute; časť Bratislava Karlova Ves vyhlasuje verejn&eacute; obstar&aacute;vanie pre z&aacute;kazku s n&iacute;zkou hodnotou v zmysle &sect;102 ods.1 z&aacute;kona č.25/2006 Z.z na v&yacute;ber dod&aacute;vateľa pre realiz&aacute;ciu jednor&aacute;zov&eacute;ho pokosenia tr&aacute;vnat&yacute;ch pl&ocirc;ch v Mestskej časti Bratislava &ndash; Karlova Ves v lokalit&aacute;ch Rovnice, K&uacute;tiky a Dlh&eacute; Diely o v&yacute;mere 48,25 ha&ldquo; Prílohy: kosenie_0.rtf","http://www.karlovaves.sk/aktualita/verejne-obstaravanie-pre-realizaciu-jednorazoveho-pokosenia-travnatych-ploch-v-mestskej-ca","17.8.2011",,,"Karlova Ves","Správy"
"Výberové konanie na obsadenie funkcie riaditeľa Materskej školy, L. Sáru 3, 841 05  Bratislava"," MESTSK&Aacute; ČASŤ BRATISLAVA - KARLOVA VES N&aacute;m. sv. Franti&scaron;ka 8, 842 62 B r a t i s l a v a 4 &ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash;&ndash; Č. j. &Scaron;O 9907/1591/2011-G Bratislava, 17.08.2011 Mestsk&aacute; časť Bratislava &ndash; Karlova Ves v zmysle ustanovenia &sect; 4 ods. 1 z&aacute;kona NR SR č. 596/2003 Z. z. o &scaron;t&aacute;tnej spr&aacute;ve v &scaron;kolstve a &scaron;kolskej samospr&aacute;ve a o zmene a doplnen&iacute; niektor&yacute;ch z&aacute;konov v znen&iacute; neskor&scaron;&iacute;ch predpisov vyhlasuje v&yacute;berov&eacute; konanie na obsadenie funkcie riaditeľa Materskej &scaron;koly, L. S&aacute;ru 3, 841 05 Bratislava s predpokladan&yacute;m n&aacute;stupom 1. okt&oacute;bra 2011. Požadovan&eacute; kvalifikačn&eacute; predpoklady: kvalifikačn&eacute; predpoklady pre v&yacute;kon pedagogickej činnosti v zmysle &sect; 7 ods. 1 a 2 z&aacute;kona č. 317/2009 Z.z. o pedagogick&yacute;ch zamestnancoch a odborn&yacute;ch zamestnancoch a o zmene a doplnen&iacute; niektor&yacute;ch z&aacute;konov najmenej 5 rokov pedagogickej praxe In&eacute; krit&eacute;ri&aacute; a požiadavky: bez&uacute;honnosť zdravotn&aacute; sp&ocirc;sobilosť ovl&aacute;danie &scaron;t&aacute;tneho jazyka orient&aacute;cia v aktu&aacute;lnych ot&aacute;zkach &scaron;kolskej v&yacute;chovy a vzdel&aacute;vania znalosť pr&aacute;ce na PC (Word, Excel, internet) znalosť s&uacute;visiacej legislat&iacute;vy riadiace a organizačn&eacute; predpoklady osobnostn&eacute; a mor&aacute;lne predpoklady Zoznam požadovan&yacute;ch dokladov: žiadosť o zaradenie do v&yacute;berov&eacute;ho konania overen&eacute; k&oacute;pie dokladov o dosiahnutom požadovanom vzdelan&iacute; a o absolvovanom ďal&scaron;om vzdel&aacute;van&iacute; potvrdenie o dĺžke pedagogickej praxe &scaron;trukt&uacute;rovan&yacute; životopis v&yacute;pis z registra trestov (nie star&scaron;&iacute; ako tri mesiace) lek&aacute;rske potvrdenie o telesnej a du&scaron;evnej sp&ocirc;sobilosti na v&yacute;kon pedagogickej činnosti n&aacute;vrh koncepcie rozvoja materskej &scaron;koly v rozsahu najviac 2 str&aacute;n (typ p&iacute;sma Times New Roman, veľkosť p&iacute;sma 12, jednoduch&eacute; riadkovanie, nastavenie okrajov z boch str&aacute;n na 2,5 cm, so zarovnan&iacute;m do bloku) p&iacute;somn&yacute; s&uacute;hlas uch&aacute;dzača so spracovan&iacute;m jeho osobn&yacute;ch &uacute;dajov pre &uacute;čely v&yacute;berov&eacute;ho konania podľa z&aacute;kona č. 428/2002 Z.z. o ochrane osobn&yacute;ch &uacute;dajov v znen&iacute; neskor&scaron;&iacute;ch predpisov D&aacute;tum a miesto podania prihl&aacute;&scaron;ok do v&yacute;berov&eacute;ho konania: Prihl&aacute;&scaron;ku a potrebn&eacute; doklady do v&yacute;berov&eacute;ho konania doručte do 9. septembra 2011 na adresu: Miestny &uacute;rad Mestskej časti Bratislava &ndash; Karlova Ves N&aacute;m. sv. Franti&scaron;ka 8 842 62 Bratislava v zalepenej ob&aacute;lke, označenej heslom &bdquo;V&yacute;berov&eacute; konanie na funkciu riaditeľa Materskej &scaron;koly, L. S&aacute;ru 3, Bratislava &ndash; NEOTV&Aacute;RAŤ&ldquo; a s uveden&iacute;m odosielateľa Uch&aacute;dzačom, ktor&iacute; splnia podmienky, bud&uacute; term&iacute;n a miesto v&yacute;berov&eacute;ho konania ozn&aacute;men&eacute; p&iacute;somne. Ing. Iveta Hanul&iacute;kov&aacute;, v.r. starostka _____________________________________________________________________________________ Tel: 02/602 59 237 www.karlovaves.sk        Fax: 02/654 28 024 IČO: 603 520","http://www.karlovaves.sk/aktualita/vyberove-konanie-na-obsadenie-funkcie-riaditela-materskej-skoly-l-saru-3-841-05-bratislava","17.8.2011",,"9.9.2011","Karlova Ves","Správy"
"OZNAM Dajte si pozor na podvodníkov","Krajsk&eacute; riaditeľstvo Policajn&eacute;ho zboru v Bratislave Dajte si pozor na podvodn&iacute;kov !!! Policajti Okresn&eacute;ho riaditeľstva PZ v Bratislave I vy&scaron;etruj&uacute; okolnosti trestn&eacute;ho činu podvodu, ktor&eacute;ho sa dopustili doposiaľ nezisten&iacute; p&aacute;chatelia dňa 20.07.2011 v doobedňaj&scaron;&iacute;ch hodin&aacute;ch t&yacute;m, že využili d&ocirc;verčivosť 82 &ndash;ročn&eacute;ho muža z Bratislavy, časti Star&eacute; Mesto a svoj&iacute;m konan&iacute;m ho obrali o &uacute;spory vo v&yacute;&scaron;ke 5.385,- &euro;. V tomto pr&iacute;pade využili klamstvo, ktor&yacute;m d&ocirc;verčiv&eacute;ho star&scaron;ieho muža uviedli do omylu &ndash; zastavili ho na ulici a požiadali ho, aby si k nim nasadol do auta a uk&aacute;zal im cestu do jednej z bratislavsk&yacute;ch nemocn&iacute;c. Povedali mu, že potrebuj&uacute; požičať finančn&uacute; hotovosť 2.385,- &euro; na oper&aacute;ciu ich priateľa s dieťaťom, ktor&iacute; s&uacute; v nemocnici hospitalizovan&iacute; po dopravnej nehode a 3.000,- &euro; pre odťahov&uacute; službu. Ako z&aacute;bezpeku odovzdali po&scaron;koden&eacute;mu n&aacute;plecn&uacute; l&aacute;tkov&uacute; ta&scaron;ku, v ktorej sa nach&aacute;dzala &uacute;dajn&aacute; finančn&aacute; z&aacute;bezpeka za požičan&eacute; peniaze a to dol&aacute;re v bliž&scaron;ie neurčenej sume. Po tom, ako do dohodnutej hodiny nevr&aacute;tili po&scaron;koden&eacute;mu požičan&eacute; peniaze, zistil, že v ta&scaron;ke sa nach&aacute;dzaj&uacute; papierov&eacute; vreckovky. BUĎTE OSTRAŽIT&Iacute; A NEDAJTE &Scaron;ANCU PODVODN&Iacute;KOM ! Pol&iacute;cia vyz&yacute;va občanov, predov&scaron;etk&yacute;m star&scaron;&iacute;ch ľud&iacute;, k zv&yacute;&scaron;enej ostražitosti. Nie vždy je smutn&yacute; pr&iacute;beh cudz&iacute;ch ľud&iacute; pravdiv&yacute;. Niekedy m&ocirc;že byť iba prostriedkom na neopr&aacute;vnen&eacute; z&iacute;skanie finančn&yacute;ch prostriedkov. Va&scaron;a d&ocirc;vera a s&uacute;cit z V&aacute;s m&ocirc;žu urobiť obeť podvodn&iacute;ka. Okresn&eacute; riaditeľstvo Policajn&eacute;ho zboru v Bratislave I upozorňuje na možn&eacute; pr&iacute;pady, kedy sa seniori m&ocirc;žu stať obeťou podvodn&iacute;ka: Niekto V&aacute;s oslov&iacute;, že jeho kamar&aacute;t mal nehodu a potrebuje požičať peniaze na zaplatenie o&scaron;etrenia v nemocnici a pon&uacute;kne V&aacute;m ako z&aacute;lohu in&uacute; cenn&uacute; vec -neverte mu, zdravotn&aacute; pomoc sa poskytuje bezplatne každ&eacute;mu Niekto V&aacute;m zavol&aacute; domov a predstav&iacute; sa ako V&aacute;&scaron; pr&iacute;buzn&yacute; &ndash; syn, dc&eacute;ra, vnuk a žiada V&aacute;s o finančn&uacute; pomoc s t&yacute;m, že po&scaron;le pre peniaze kamar&aacute;ta: - zavolajte ihneď V&aacute;&scaron;mu pr&iacute;buzn&eacute;mu, za ktor&eacute;ho sa vyd&aacute;va - ned&aacute;vajte peniaze osobe, ktor&uacute; nepozn&aacute;te Niekto V&aacute;s oslov&iacute;, že je pracovn&iacute;kom poisťovne alebo inej finančnej in&scaron;tit&uacute;cie a ide v&aacute;m vr&aacute;tiť preplatok, predlož&iacute; bankovku nomin&aacute;lnej hodnoty 500 eur s t&yacute;m, či mu m&aacute;te vydať: - ihneď volajte POL&Iacute;CIU Vo v&scaron;etk&yacute;ch pr&iacute;padoch, kedy sa V&aacute;m zd&aacute; spr&aacute;vanie ľud&iacute; podozriv&eacute; a mysl&iacute;te si, že m&aacute;te dočinenia s podvodn&iacute;kom, kontaktujete bezodkladne pol&iacute;ciu.","http://www.karlovaves.sk/aktualita/oznam-dajte-si-pozor-na-podvodnikov","24.7.2011",,,"Karlova Ves","Správy"
"VEREJNÁ SÚŤAŽ - Zabezpečenie zimnej údržby miestnych komunikácií III. a IV. triedy a peších komunikácií v  Mestskej časti Bratislava – Karlova Ves","Mestsk&aacute; časť Bratislava &ndash; Karlova Ves vyhlasuje verejn&uacute; s&uacute;ťaž v zmysle &sect; 24 ods. 1 p&iacute;sm. a) z&aacute;kona NR SR č. 25/2006 Z.z. na v&yacute;ber dod&aacute;vateľa &bdquo;Zabezpečenie zimnej &uacute;držby miestnych komunik&aacute;ci&iacute; III. a IV. triedy a pe&scaron;&iacute;ch komunik&aacute;ci&iacute; (chodn&iacute;ky, schody) v Mestskej časti Bratislava &ndash; Karlova Ves.&ldquo; Prílohy: Verejna_sutaz-Zabezpecenie_zimnej_udrzby_miestnych_komunikacii_.doc","http://www.karlovaves.sk/aktualita/verejna-sutaz-zabezpecenie-zimnej-udrzby-miestnych-komunikacii-iii-iv-triedy-pesich-komuni","11.7.2011",,,"Karlova Ves","Správy"
"VEREJNÁ SÚŤAŽ - Modernizácia budovy SŠ Tilgnerova 14, Bratislava – Výmena okien ( III. etapa)","Prílohy: tabulka_vo-_vymena_okien_-_SS_Tilgnerova_14.rtf","http://www.karlovaves.sk/aktualita/verejna-sutaz-modernizacia-budovy-ss-tilgnerova-14-bratislava-%E2%80%93-vymena-okien-iii-etapa","11.7.2011",,,"Karlova Ves","Správy"
"VEREJNÉ OBSTARÁVANIE - Realizácia dopravného značenia","Mestsk&aacute; časť Bratislava &ndash; Karlova Ves, N&aacute;m. Sv. Franti&scaron;ka 8, 842 62 Bratislava vyhlasuje verejn&eacute; obstar&aacute;vanie pre z&aacute;kazku s n&iacute;zkou hodnotou podľa &sect; 102, ods. 1, z&aacute;kona č. 25/2006 Z.z. na v&yacute;ber dod&aacute;vateľa na realiz&aacute;ciu dopravn&eacute;ho značenia, podľa schv&aacute;len&yacute;ch POD na uliciach: Lackov&aacute; (typ dopravn&eacute;ho značenia: z&oacute;na s dopravn&yacute;m obmedzen&iacute;m) Majern&iacute;kova 60 (typ dopravn&eacute;ho značenia: z&aacute;kaz vjazdu + dodatkov&aacute; tabuľka) Majern&iacute;kova 9 (typ dopravn&eacute;ho značenia: z&aacute;kaz vjazdu + dodatkov&aacute; tabuľka) Segnerova 2 (typ dopravn&eacute;ho značenia: spomalovac&iacute; prah) P&uacute;pavov&aacute; (typ dopravn&eacute;ho značenia: z&aacute;kaz vjazdu + dodatkov&aacute; tabuľka) Schv&aacute;len&eacute; POD s&uacute; v elektronickej forme neoddeliteľnou s&uacute;časťou tohto prieskumu trhu. Origin&aacute;l je k nahliadnutiu pre žiadateľov na adrese Miestneho &uacute;radu mestskej časti Bratislava &ndash; Karlova Ves, N&aacute;m. Sv. Franti&scaron;ka 8, 842 62 Bratislava, na refer&aacute;te dopravy a cestn&eacute;ho hospod&aacute;rstva počas str&aacute;nkov&yacute;ch dn&iacute; Po, St 8:00 &ndash; 17:00 a Pi 08:00 &ndash; 13:30. Kontaktn&eacute; osoby: Ing. Martin Patoprst&yacute;, Juraj Toman, tel. č. 02 602 59 218 Cenov&eacute; ponuky je možn&eacute; zaslať p&iacute;somne na adresu vyhlasovateľa alebo elektronickou formou na adresu martin.patoprsty@karlovaves.sk najnesk&ocirc;r do 18. 7. 2011. V cenovej ponuke žiadame uviesť cenu za každ&eacute; realizovan&eacute; POD zvl&aacute;&scaron;ť vr&aacute;tane DPH. Term&iacute;n realiz&aacute;cie je do 7 dn&iacute;, od obdržania objedn&aacute;vky. Vyhlasovateľ si vyhradzuje pr&aacute;vo odmietnuť predložen&eacute; ponuky a ukončiť prieskum ako ne&uacute;spe&scaron;n&yacute;, resp. zru&scaron;iť prieskum. T&aacute;to žiadosť o zaslanie n&aacute;vrhu ceny nevytv&aacute;ra do bud&uacute;cnosti zo strany vyhlasovateľa žiadne hospod&aacute;rske z&aacute;v&auml;zky. Ing. Iveta Hanul&iacute;kova starostka Prílohy: Lackova.pdf Lackova2.pdf Majernikova9.pdf Majernikova9a.pdf Majernikova60.pdf Majernikova60a.pdf Pupavova2.pdf Pupavova.pdf Segnerova2.pdf Segnerova.pdf","http://www.karlovaves.sk/aktualita/verejne-obstaravanie-realizacia-dopravneho-znacenia","7.7.2011",,"18.7.2011","Karlova Ves","Správy"
"Verejné obstarávanie- SANÁCIA OPORNÉHO MÚRU S TERASOU MEDZI ULICAMI JÁNA STANISLAVA A ĽUDOVÍTA FULLU","Prílohy: 8096-J.Stanislava-Verej.obstar.-30.6.2011.rtf","http://www.karlovaves.sk/aktualita/verejne-obstaravanie-sanacia-oporneho-muru-s-terasou-medzi-ulicami-jana-stanislava-kudovit","6.7.2011",,,"Karlova Ves","Správy"
"Verejné obstarávanie - SANÁCIA STRECHY OBJEKTU ÚNIE NEVIDIACICH A  SLABOZRAKÝCH SLOVENSKA","Prílohy: 8137-Sekulska1-Verej.obstar.-6.7.2011.rtf","http://www.karlovaves.sk/aktualita/verejne-obstaravanie-sanacia-strechy-objektu-unie-nevidiacich-slabozrakych-slovenska","6.11.2011",,,"Karlova Ves","Správy"
"VEREJNÁ SÚŤAŽ - Zabezpečenie údržby verejnej zelene – kosenie trávnatých plôch","Prílohy: verejna-sutaz-kosenie.pdf","http://www.karlovaves.sk/aktualita/verejna-sutaz-zabezpecenie-udrzby-verejnej-zelene-%E2%80%93-kosenie-travnatych-ploch","19.6.2011",,,"Karlova Ves","Správy"
"VEREJNÁ SÚŤAŽ - Zabezpečenie údržby verejnej zelene –  vyhrabávanie trávnatých plôch od opadaného lístia a iného komunálneho odpadu","Prílohy: verejna-sutaz-vyhrabavanie-listia.pdf","http://www.karlovaves.sk/aktualita/verejna-sutaz-zabezpecenie-udrzby-verejnej-zelene-%E2%80%93-vyhrabavanie-travnatych-ploch-od-opada","19.6.2011",,,"Karlova Ves","Správy"
"Obchodné verejné súťaže mestskej časti","Miestny &uacute;rad mestskej časti Bratislava &ndash; Karlova Ves oznamuje, že obchodn&eacute; verejn&eacute; s&uacute;ťaže, ktor&eacute; bude mestsk&aacute; časť vyhlasovať, bud&uacute; umiestňovan&eacute; v časti &bdquo;D&ocirc;ležit&eacute; oznamy&ldquo; ktor&eacute; sa nach&aacute;dzaj&uacute; pod na hlavnej li&scaron;te str&aacute;nky pod &bdquo;MESTSK&Aacute; CASŤ&ldquo;. Priamy link sa nach&aacute;dza tu: JUDr. Rastislav Velček prednosta ","http://www.karlovaves.sk/aktualita/obchodne-verejne-sutaze-mestskej-casti","5.6.2011",,,"Karlova Ves","Správy"
"Obchodná verejná súťaž na výber dodávateľa pre obnovu cestnej siete ","Obchodn&aacute; verejn&aacute; s&uacute;ťaž na v&yacute;ber dod&aacute;vateľa pre obnovu cestnej siete v MČ Bratislava &ndash; Karlova Ves V Bratislave, dňa 22.3. 2011. Ing. Iveta Hanul&iacute;kov&aacute; starostka Podmienky s&uacute;ťaže v pr&iacute;lohe. Prílohy: Obchodna_verejna_sutaz_na_vyber_dodavatela_pre_opravu_cestnej_siete_2011.doc","http://www.karlovaves.sk/aktualita/obchodna-verejna-sutaz-na-vyber-dodavatela-pre-obnovu-cestnej-siete","28.3.2011",,,"Karlova Ves","Správy"
"Daň z nehnuteľností 2011","Miestny &uacute;rad mestskej časti Bratislava &ndash; Karlova Ves oznamuje, že mestsk&aacute; časť Bratislava &ndash; Karlova Ves nevykon&aacute;va spr&aacute;vu dane z nehnuteľnosti. Spr&aacute;vu dane z nehnuteľnosti v Bratislave vykon&aacute;va samotn&eacute; hlavn&eacute; mesto Bratislava, konkr&eacute;tne Magistr&aacute;t hlavn&eacute;ho mesta SR Bratislavy Oddelenie miestnych dan&iacute; a poplatkov Blagoevova 9, P.O. BOX 76 850 05 Bratislava 55 Kontaktn&eacute; &uacute;daje : tel.: +421 2 593 569 54, +421 2 593 569 00 , odkazovač:+421 2 593 566 88 e-mailov&yacute; kontakt: dane@bratislava.sk telefonick&aacute; linka na INFORM&Aacute;CIE: 59 356 9 Link na str&aacute;nku Bratislavy tu: ","http://www.karlovaves.sk/aktualita/dan-z-nehnutelnosti-2011","31.1.2011",,,"Karlova Ves","Správy"
